debate,speaker,text
biden_trump_2020,TRUMP,"Excuse me. We are energy independent for the first time. We don't need all of these countries that we had a fight war over because we needed their energy. We are energy independent. I know more about wind than you do. It's extremely expensive, kills all the birds, it's very intermittent. It's got a lot of problems and they happen to make the windmills in both Germany and China. And the fumes coming up-- If you're a believer in carbon emission, the fumes coming up to make-- make these massive windmills is more than anything that we're talking about with natural gas, which is very clean. One other thing-- "
biden_trump_2020,BIDEN,Find me a scientist that says that. 
biden_trump_2020,TRUMP,"Solar. I love solar, but solar doesn't quite have it yet. It's not powerful enough yet to-- to really run our big beautiful factories that we need to compete with the world-- "
biden_trump_2020,BIDEN,False. 
biden_trump_2020,TRUMP,"So, it's all a pipe dream, but you know what we'll do? We're gonna have the greatest economy in the world. But if you want to kill the economy, get rid of your oil industry. You want-- And what about fracking? "
biden_trump_2020,WELKER,All right. Let me allow Vice President Biden to respond-- 
biden_trump_2020,BIDEN,I have never said I oppose fracking. 
biden_trump_2020,TRUMP,You said it on tape. 
biden_trump_2020,BIDEN,I did? Show the tape. Put it on your website. 
biden_trump_2020,TRUMP,I'll put it on. 
biden_trump_2020,BIDEN,Put it on the website. The fact of the matter is he's flat lying. 
biden_trump_2020,WELKER,Would you rule out banning fracking? 
biden_trump_2020,BIDEN,"I do rule out banning fracking because the answer we need-- We need other industries to transition to get to, ultimately, a complete zero emissions by 2025. What I will do with fracking over time is make sure that we can capture the emissions from the fracking. Capture the emissions from gas. We can do that and we can do that by investing money into-- It's a transition to that. "
biden_trump_2020,WELKER,I have one more question-- 
biden_trump_2020,TRUMP,"Excuse me. He was against fracking. He said it. I will show that to you tomorrow. 'I am against fracking', until he got the nomination, went to Pennsylvania than he said-- You know what, Pennsylvania? He'll be against it very soon because his party is totally against it. "
biden_trump_2020,BIDEN,"Fracking on federal Land, I said. No fracking or oil on federal land-- "
biden_trump_2020,WELKER,"Let me ask this final question in this section and then I want to move on to our final section. President Trump, people of color are much more likely to live near oil refineries and chemical plants. In Texas there are families who worry the plants near them are making them sick. Your administration has rolled back regulations on these kinds of facilities. Why should these families give you another four years in office? "
biden_trump_2020,TRUMP,"The families that we're talking about are employed heavily and they are making a lot of money, more money than they've ever made. If you look at the kind of numbers that we produce for Hispanic, or Black, or Asian, it's nine times greater, the percentage gain than it was under-- in three years-- than it was under eight years of the two of them, to put it nicely. Nine times more. Now, somebody lives-- I have not heard the numbers or the statistics that you're saying-- But they're making a tremendous amount of money. Economically, we saved it. And I saved it again a number of months ago when oil was crashing because of the pandemic. We saved it. We got-- Say what you want of that relationship, we got Saudi Arabia, Mexico and Russia to cut back, way back. We saved our oil industry and now it's very vibrant and everybody has very inexpensive gasoline. Remember that. "
biden_trump_2020,WELKER,"Vice President Biden, your response and then we're going to have a final question for both of you. "
biden_trump_2020,BIDEN,"My response is that those people live on what they call 'Fence Lines'. He doesn't understand this. They live near chemical plants that, in fact, pollute. Chemical plants, and oil plants and refineries that pollute. I used to live near that when I was growing up in Claremont, Delaware. And all the more oil refineries in Marcus Hook and the Delaware River than there is anyplace, including in Houston at the time. When my mom would get the car when they're first frost to drive me to school, turned on the windshield wipers there'd be oil slick in the window. That's why so many people in my state were dying and getting cancer. The fact is those frontline communities, it doesn't matter what you're paying them. It matters how you keep them safe. What do you do? And you impose restrictions on the pollution, that the pollutants coming out of those fenceline communities. "
